name,NI,age
Parker,0.88,64
Harrison,0.57,14
Louis,0.15,14
Craig,0.31,18
Jimmy,0.02,51
Damian,0.32,49
Marc,0.85,33
Skyler,0.51,10
Emmanuel,0.39,46
Albert,0.77,33
Gerardo,0.8,14
Jaime,0.96,9
Diego,0.65,5
Alberto,0.43,37
Darren,0.81,15
Trey,0.97,30
Abraham,0.38,24
Julio,0.37,41
Jeffery,0.68,46
Danny,0.32,54
Morgan,0.76,41
Ricky,0.18,28
Landon,0.37,48
Russell,0.95,45
Liam,0.33,46
Avery,0.99,43
Gavin,0.14,61
Zackary,0.85,39
Kristopher,0.68,15
Terry,0.94,25
Lane,0.89,10
Micheal,0.32,61
Lawrence,0.32,42
Marcos,0.28,32
Deandre,0.67,44
Khalil,0.32,14
Trent,0.13,44
Giovanni,0.97,63
Arthur,0.72,42
Rodney,0.61,34
Andy,0.57,43
Kody,0.41,51
Lance,0.32,42
Josue,0.31,63
Donovan,0.84,17
Joe,0.01,37
Enrique,0.12,35
Nolan,0.25,43
Billy,0.28,51
Walter,0.35,6
Jamal,0.87,38
Nickolas,0.79,14
Ross,0.44,41
Bobby,0.93,16
Alfredo,0.79,61
Todd,0.9,34
Ramon,0.12,46
Arturo,0.79,18
Jay,0.83,64
Jon,0.97,12
Josiah,0.79,63
Bailey,0.77,46
Roger,0.42,8
Ty,0.16,53
Lorenzo,0.59,52
Aidan,0.64,31
Israel,0.33,12
Damon,0.6,10
Damien,0.96,25
Theodore,0.97,40
Carter,0.05,36
Dominique,0.48,58
Brennan,0.99,43
Marquis,0.36,64
Branden,0.04,28
Gustavo,0.55,29
Eddie,0.67,15
Bryant,0.03,40
Jessie,0.98,36
Quentin,0.34,25
Randall,0.2,24
Carson,1,26
Gerald,0.76,8
Elias,0.63,25
Malcolm,0.81,7
Maurice,0.71,63
Dominick,0.34,19
Devonte,0.18,52
Reginald,0.98,17
Salvador,0.47,13
Johnathon,0.59,57
Quinton,0.59,8
Forrest,0.89,52
Demetrius,1,34
Tommy,0.23,17
Brock,0.99,65
Conor,0.27,44
Terrance,0.5,47
Marvin,0.67,9
Eli,0.91,46
Frederick,0.86,9
Willie,0.22,51
Kyler,0.76,13
Marshall,0.66,63
Zackery,0.38,13
Dante,0.43,48
Braden,0.89,30
Trevon,0.78,32
Ashton,0.97,43
Pablo,0.58,13
Drake,0.43,50
Jamie,0.58,42
Miles,0.84,18
Ernesto,0.79,15
Lee,0.9,30
Zachariah,0.47,39
Zane,0.85,63
Dean,0.73,63
Steve,0.51,56
Tevin,0.41,34
Roy,0.37,11
Devante,0.09,14
Kendall,0.79,36
Fabian,0.51,60
Abel,0.63,9
Tyrone,0.63,59
Clay,0.81,42
Ismael,0.29,45
Saul,0.09,11
Angelo,0.14,51
Kelvin,0.88,6
Shaun,1,35
Tucker,0.89,52
Brenden,0.97,17
Rene,0.55,18
Francis,0.54,25
Owen,0.98,35
Terrell,0.36,64
Esteban,0.78,30
Griffin,0.9,63
Nelson,0.14,43
Neil,0.42,24
Wayne,0.68,12
Keegan,0.86,58
Desmond,0.17,63
Ronnie,0.93,22
Bruce,0.25,51
Franklin,0.45,60
Orlando,0.49,52
Terrence,0.54,63
Harley,0.09,15
Melvin,0.44,56
Marquise,0.8,25
Roman,0.85,23
Emilio,0.19,52
Jerome,0.28,7
Myles,0.75,17
Simon,0.84,63
Graham,0.44,30
Cooper,0.49,12
Kameron,0.62,46
Darrell,0.62,21
Emanuel,0.57,41
Brendon,0.44,31
Felix,0.05,59
Keenan,0.02,13
Guillermo,1,34
Tristen,0.47,35
Reid,0.15,45
Rodrigo,0.36,63
Quinn,0.81,16
Daquan,0.78,60
Weston,0.26,58
Devan,0.77,18
Justice,0.24,10
Karl,0.94,22
Byron,0.09,30
Oliver,0.14,60
Darian,0.41,5
Brody,0.33,52
Moises,0.96,45
Kristian,0.79,24
Mackenzie,0.27,9
Cedric,0.31,12
Kenny,0.49,59
Leonardo,0.77,15
Warren,0.61,28
Dale,1,5
Sam,0.55,31
Kendrick,0.23,30
Jakob,0.17,54
Stanley,0.46,20
Skylar,0.71,54
Davis,0.37,27
Jarrett,0.93,58
Deion,0.31,59
Corbin,0.57,8
Felipe,0.53,25
Reed,0.2,49
Denzel,0.19,20
Javon,0.28,10
Bryson,0.32,58
Jermaine,0.6,61
Alvin,0.3,15
Austen,0.53,32
Rodolfo,0.23,47
Allan,0.02,46
Darryl,0.89,47
Kurt,0.67,44
Geoffrey,0.89,21
Tyrell,0.73,13
Lukas,0.88,18
Grayson,1,28
Eugene,0.75,58
Glenn,0.29,57
Stefan,0.88,55
Braxton,0.61,17
Hugo,0.3,48
Leonard,0.02,26
Wade,0.23,5
Jordon,0.86,64
Noel,0.91,58
Tylor,0.67,25
Beau,0.66,31
Elliot,0.01,29
Harold,0.44,29
Deshawn,0.74,25
Dane,0.11,51
Keaton,0.06,33
Ali,0.13,42
Charlie,0.08,14
Sterling,0.86,23
Dwayne,0.52,46
Joey,0.32,5
Harry,0.14,29
Jaquan,0.12,8
Gilbert,0.87,45
Leon,0.67,18
Gilberto,0.99,22
Ray,0.62,27
Jarred,0.92,59
Shaquille,0.79,12
Ernest,0.7,9
Sheldon,0.92,35
Alfonso,0.81,18
Isiah,0.78,52
Nikolas,0.37,61
Chris,0.61,36
Rudy,0.97,21
Ramiro,0.1,55
Clinton,0.25,47
Nathanael,0.4,51
Rogelio,0.98,65
Rashad,0.98,14
Stephan,0.79,40
Tyson,0.5,56
Tomas,0.43,49
Duncan,0.77,31
Quincy,0.61,59
Alonzo,0.95,22
Damion,0.37,24
Donte,0.31,44
Mauricio,0.5,14
Peyton,0.93,32
Brayden,0.58,60
Walker,0.55,13
Alfred,0.18,42
Deon,0.31,54
Ariel,0.94,25
Leo,0.78,61
Jayson,0.28,64
Deonte,0.8,58
Marlon,0.33,33
Rolando,0.69,13
Davon,0.18,21
Garret,0.63,59
Sawyer,0.45,50
Blaine,0.09,52
Kurtis,0.94,6
Elliott,0.58,21
Bernard,0.84,45
Demarcus,0.13,20
Clarence,0.25,64
Santiago,0.85,23
Darien,0.06,12
Tyree,0.36,20
Ralph,0.95,50
Wilson,0.28,32
Julius,0.9,28
Sidney,0.14,24
Dorian,0.02,33
Nigel,0.29,45
Adan,0.96,59
Cullen,0.7,44
Jarrod,0.45,15
Payton,0.09,21
Brad,0.7,45
Roderick,0.62,20
Stuart,0.58,18
Darnell,0.58,22
Cade,0.35,51
Noe,0.93,48
Maximilian,0.39,44
Quintin,0.64,32
Bret,1,33
Jaylen,0.57,13
Lewis,0.39,41
Colten,0.72,17
Jace,0.63,9
Shannon,0.33,51
Efrain,0.47,30
Triston,0.74,63
Travon,0.65,29
Mitchel,0.46,12
Kory,0.59,25
Humberto,0.45,26
Malachi,0.04,5
Kai,0.66,31
Kelly,1,19
Uriel,0.35,54
Clifford,0.91,37
Howard,0.61,26
Keanu,0.64,50
Stephon,0.86,58
Fredrick,0.26,54
Barry,0.83,62
Gordon,0.65,58
Deven,0.4,23
Addison,0.13,55
Markus,0.49,16
Mohammad,0.35,53
Ahmad,0.18,13
Alvaro,0.71,54
Tre,0.04,17
Coleman,0.84,56
Perry,0.24,46
Amir,0.01,33
Leroy,0.57,9
Jaden,0.48,57
Dexter,0.88,55
Dion,0.63,5
Shelby,0.21,61
Baby,0.08,27
Freddy,0.26,41
Korey,0.72,20
Derick,0.75,56
Ezekiel,0.93,65
Mike,0.36,12
Anton,0.28,8
Chaz,0.37,20
Clint,0.99,58
Carlton,0.88,47
Vicente,0.09,11
Earl,0.96,16
Raheem,0.13,41
Solomon,0.51,61
Ben,0.65,60
Issac,0.06,37
Brice,0.3,51
Gunnar,0.4,35
Toby,0.36,48
Adonis,0.5,51
Aron,0.62,34
Kirk,0.58,54
Salvatore,0.92,13
Dashawn,0.73,32
Nathanial,0.76,55
Daryl,0.05,54
Joaquin,0.1,21
Lamar,0.72,41
Antoine,0.89,34
Jaron,0.99,20
Darion,0.51,33
Dwight,0.09,40
Raekwon,0.17,38
Glen,0.9,23
Jarvis,0.39,54
Leonel,0.54,28
Osvaldo,0.49,32
Brenton,0.15,60
Don,0.24,43
Holden,0.17,18
Mohammed,0.02,18
Moses,0.53,64
Heath,0.59,40
Irvin,0.24,31
Kareem,0.49,22
Jean,0.53,25
Terence,0.58,28
Tristin,0.08,64
Ezequiel,0.52,43
Roland,0.02,45
Clark,0.95,38
Kasey,0.93,15
Frankie,0.3,16
Darrin,0.21,57
Kade,0.33,60
Conrad,0.63,51
Kolton,0.37,61
Dandre,0.9,49
Rigoberto,0.7,43
River,0.66,31
Deangelo,0.62,34
Norman,0.84,6
Courtney,0.83,17
Mohamed,0.77,21
Tracy,0.29,31
Reynaldo,0.02,30
Lamont,0.26,53
Dillan,0.13,5
Madison,0.78,17
Agustin,0.38,20
Milton,0.45,15
Darrius,0.64,51
Kaden,0.83,23
Kahlil,0.44,51
Cordell,0.46,30
Jamar,0.65,58
Kolby,0.52,16
Devyn,0.8,55
Shayne,0.56,39
Will,0.48,63
Kieran,0.81,45
Lonnie,0.23,63
Houston,0.62,22
Bennett,0.66,55
Cornelius,0.65,33
Ladarius,0.54,34
Reece,0.6,20
Adolfo,0.37,55
Kane,0.14,14
Everett,0.07,57
Dimitri,0.58,17
Ezra,0.55,60
Neal,0.12,37
Johnnie,0.04,45
Brooks,0.61,51
Lloyd,0.49,45
Sage,0.99,15
Marcel,0.43,58
Nestor,0.13,50
Raphael,0.78,29
Rickey,0.73,40
Brennen,0.76,14
Duane,0.39,43
Ignacio,0.16,34
Clifton,0.54,35
Rashawn,0.67,60
August,0.37,62
Dequan,0.17,16
Hakeem,0.4,25
Unknown,0.31,10
Anfernee,0.09,50
German,0.45,53
Tate,0.94,29
Coty,0.85,19
Davonte,0.13,39
Fred,0.76,35
Guadalupe,0.53,54
Infant,1,26
Jameson,0.98,29
Devonta,0.58,57
Jairo,0.39,62
Winston,0.47,29
Jefferson,0.43,23
Juwan,0.73,61
Bernardo,0.61,23
Rhett,0.94,64
Ahmed,0.32,6
Jayden,0.08,64
Jasper,0.68,35
Isaias,0.93,36
Jaleel,0.82,34
Jaylon,0.59,18
Jonas,0.34,20
Colt,0.47,23
Aldo,0.68,24
Arnold,0.41,64
Cortez,0.08,57
Vernon,0.44,60
Santos,0.89,49
Jovan,0.93,54
Arron,0.12,50
Kristofer,0.46,20
Brandan,0.21,13
Darin,0.26,23
Kellen,0.43,40
Cruz,0.76,25
Jamel,0.2,57
Kent,0.21,44
Jamison,0.94,39
Robin,0.97,12
Dayton,0.37,24
Marques,0.56,10
Quinten,0.02,18
Austyn,0.9,51
Dusty,0.17,26
Pierce,0.62,64
Junior,0.28,46
Alonso,0.08,29
Layne,0.94,47
Reuben,0.08,23
Elvis,0.8,61
Rasheed,0.64,37
Octavio,0.54,39
Tobias,0.34,40
Davion,0.63,40
Justus,0.14,33
Keon,0.32,54
Herbert,0.47,8
Bradford,0.2,46
Brandyn,0.06,22
Caden,0.77,11
Camden,0.63,56
Gino,0.35,17
Nick,0.96,16
Rick,1,17
Trever,0.06,51
Darrion,0.06,35
Reese,0.82,23
Gerard,0.93,25
Khalid,0.44,18
Cristopher,0.66,62
Dangelo,0.25,7
Erin,0.51,12
Estevan,0.07,32
Aubrey,0.76,5
Ulises,0.74,53
Elmer,0.09,25
Guy,0.44,11
Hassan,0.04,7
Moshe,0.1,61
Kerry,0.92,58
Forest,0.6,20
Rory,0.28,53
Dakotah,0.34,60
Heriberto,0.96,42
Marquez,0.81,46
Paris,1,6
Silas,0.38,31
Gunner,0.26,15
Raymundo,0.6,65
Thaddeus,0.44,43
Deondre,0.44,19
Elisha,0.46,53
Freddie,0.28,6
Zechariah,0.63,27
Dylon,0.73,41
Codey,0.35,20
Dewayne,0.55,18
Trayvon,0.25,12
Grady,0.39,19
Javonte,0.11,60
Antwan,0.4,55
Jimmie,0.78,20
Montana,0.68,63
Aric,0.89,47
Nico,0.25,19
Zakary,0.19,18
Royce,0.68,45
Destin,0.62,27
Lincoln,0.34,24
Fidel,0.99,50
Muhammad,0.13,49
Benito,0.07,24
Bradly,0.62,13
Rocky,0.28,42
Shea,0.99,33
Dana,0.39,34
Gonzalo,0.75,58
Hernan,0.09,36
Leslie,0.11,43
Tavon,0.32,41
Broderick,0.39,16
Bronson,0.3,11
Sonny,0.71,42
Jade,0.22,42
Benny,0.09,17
Jaylin,0.96,65
Josh,0.51,48
Loren,0.87,39
Draven,0.45,11
Jamarcus,0.51,36
Asa,0.44,51
Donnie,0.91,41
Sammy,0.4,10
Jerrod,0.79,27
Cyrus,0.8,44
Dillion,0.27,53
Auston,0.36,13
Hugh,0.95,39
Leland,0.9,17
Lester,0.82,53
Akeem,0.44,52
Coby,0.26,26
Gene,0.6,43
Bo,0.31,45
Emmett,0.13,52
Herman,0.59,54
Garrison,0.08,57
Misael,0.73,43
Shaquan,0.59,34
Donavan,0.94,33
Donnell,0.1,43
Julien,0.65,26
Talon,0.45,9
Spenser,0.28,55
Lionel,0.41,22
Stewart,0.52,26
Tyron,0.36,51
Clyde,0.11,52
Deshaun,0.36,36
Efren,0.94,43
Josef,0.57,54
Orion,0.4,9
Dan,0.06,40
Markel,0.52,34
Ellis,0.08,40
Niko,0.14,19
Ari,0.21,47
Camron,0.84,43
Irving,0.27,28
Jabari,0.98,19
Markell,0.4,64
Storm,0.19,21
Romello,0.54,8
Stone,0.71,27
Kelton,0.43,23
Pierre,0.29,31
Tyquan,0.04,57
Vance,0.8,12
Jackie,0.36,43
Jarod,0.78,39
Montel,0.26,23
Randolph,0.26,17
Tayler,0.75,54
Dallin,0.2,10
Jamil,0.52,33
Trace,0.44,40
Abram,0.25,40
Anderson,0.45,11
Kole,0.86,23
Wendell,0.64,7
Kennedy,0.53,41
Barrett,0.75,14
Jim,0.57,21
Rico,0.13,19
Augustus,0.56,38
Chadwick,0.28,21
Codie,0.65,53
Denver,0.74,52
Ibrahim,0.36,28
Syed,0.89,13
Tristian,0.81,25
Dario,0.26,7
Demarco,0.03,7
Kelsey,0.22,42
Kenton,0.73,64
Rex,0.46,24
Amos,0.59,37
Erich,0.64,51
Trae,0.4,56
Devontae,0.26,51
Eliseo,0.22,47
Jeff,0.52,42
Jorden,0.35,23
Alexandro,0.24,56
Andreas,0.08,11
Antony,0.98,8
Keven,0.94,6
Myron,0.76,50
Alton,0.64,47
Galen,0.72,33
Hans,0.42,11
Jacoby,0.11,21
Stetson,0.26,39
Darrien,0.84,37
Ted,0.33,44
Jessy,0.23,59
Dawson,0.34,20
Edgardo,0.72,14
Floyd,0.39,23
Garett,0.47,37
Jacques,0.79,40
Jonatan,0.35,48
Mikel,0.2,14
Bryon,0.99,64
Carlo,0.69,27
Darrian,0.2,44
Davin,0.12,55
Dionte,0.1,33
Domenic,0.33,56
Genaro,0.43,9
Kevon,0.99,17
Maverick,0.04,62
Maximillian,0.13,23
Justen,0.36,65
Tory,0.09,31
Turner,0.79,30
Cecil,0.05,13
Cristobal,0.03,51
Titus,0.68,65
Axel,0.83,54
Gregorio,0.65,9
Armani,0.14,19
Dakoda,0.44,53
Easton,0.05,65
Jamaal,0.39,64
Justyn,0.69,27
Lyle,0.18,48
Ryder,0.01,46
Treyvon,0.87,23
Vaughn,0.65,65
Alden,0.59,43
Asher,0.43,10
Chester,0.64,56
Najee,0.06,16
Daron,0.22,10
Kalen,0.46,17
Aiden,0.27,44
Menachem,0.66,52
Rashaad,0.71,30
Rashaan,0.21,14
Remington,0.28,52
Ulysses,0.58,26
Emerson,0.39,33
Tyshawn,0.37,43
Armand,0.99,9
Francesco,0.84,10
Kelby,0.02,38
Marcelo,0.21,54
Kegan,0.31,47
Tariq,0.09,57
Alexandre,0.61,34
Blair,0.04,42
Harvey,0.24,62
Rohan,0.89,51
Brannon,0.35,5
Jess,0.4,18
Killian,0.07,64
Valentin,0.67,57
Dondre,0.36,28
Dontae,0.35,45
Jevon,0.92,20
Phoenix,0.02,22
Tom,0.56,17
Greyson,0.8,54
Mikal,0.49,38
Ervin,0.1,39
Gideon,0.13,26
Latrell,0.27,7
Savon,0.58,63
Alek,0.85,19
Trevin,0.83,29
Brennon,0.12,30
Bryton,0.43,27
Chaim,0.78,20
Derik,0.85,5
Nicklaus,0.55,24
Rakeem,0.66,57
Rocco,0.92,59
Seamus,0.67,5
Greg,0.65,30
Kirby,0.69,50
Rayshawn,0.93,29
Shay,0.38,24
Isai,0.89,65
Kadeem,0.71,21
Antwon,0.6,40
Ron,0.15,58
Rusty,0.87,27
Abdul,0.09,20
Branson,0.08,55
Ishmael,0.75,22
Isidro,0.29,53
Jody,0.23,61
Ken,0.46,5
Ramsey,0.72,55
Damarcus,0.08,10
Eddy,0.37,29
Laurence,0.29,61
Hudson,0.33,52
Mateo,0.67,39
Dejuan,0.5,60
Desean,0.33,44
Michael,0.93,27
Matthew,0.99,8
Jacob,0.59,31
Christopher,0.06,59
Joshua,0.17,32
Nicholas,0.15,61
Tyler,0.36,31
Brandon,0.13,26
Austin,1,60
Andrew,0.83,55
Daniel,0.85,13
Joseph,0.25,46
David,0.44,65
Zachary,0.43,19
John,0.75,41
Ryan,0.66,9
James,0.93,65
William,0.96,34
Anthony,0.18,21
Justin,0.12,49
Jonathan,0.32,62
Alexander,0.47,8
Robert,0.85,34
Christian,1,7
Kyle,0.64,62
Kevin,0.77,43
Jordan,0.98,10
Thomas,0.5,31
Benjamin,0.95,14
Samuel,0.02,36
Cody,0.38,31
Jose,0.09,51
Dylan,0.83,14
Aaron,0.64,62
Eric,0.08,60
Brian,0.35,45
Nathan,0.49,25
Steven,0.97,54
Adam,0.9,48
Timothy,0.25,65
Jason,0.51,46
Logan,0.27,15
Charles,0.4,62
Patrick,0.12,45
Richard,0.94,44
Sean,0.33,36
Hunter,0.38,49
Caleb,0.74,60
Cameron,0.2,36
Noah,0.21,56
Jesse,0.45,48
Juan,0.93,57
Connor,0.02,32
Alex,0.95,61
Mark,0.27,63
Jeremy,0.03,58
Luis,0.35,54
Dakota,0.85,46
Devin,0.8,31
Stephen,0.5,20
Gabriel,0.75,33
Ethan,0.2,40
Trevor,0.06,54
Jared,0.61,38
Evan,0.24,11
Bryan,0.44,30
Carlos,0.42,55
Tristan,0.36,18
Nathaniel,0.45,62
Ian,0.56,9
Isaiah,0.06,48
Jeffrey,0.5,15
Travis,0.21,11
Jesus,0.78,47
Luke,0.97,57
Chase,0.61,59
Kenneth,0.71,60
Paul,0.81,36
Dustin,0.63,58
Antonio,0.33,47
Elijah,0.39,19
Taylor,0.97,46
Bradley,0.5,31
Blake,0.82,36
Garrett,0.26,17
Isaac,0.58,7
Marcus,0.49,56
Mitchell,0.99,26
Jack,0.73,63
Tanner,0.49,47
Miguel,0.79,43
Adrian,0.14,59
Lucas,0.4,9
Corey,0.09,33
Peter,0.23,16
Edward,0.08,49
Malik,0.61,12
Gregory,0.05,13
Dalton,0.36,5
Victor,0.2,56
Derek,0.27,46
Angel,0.37,59
Seth,0.85,59
Mason,0.3,38
Colton,0.36,60
Cole,0.75,31
Alejandro,0.69,51
Scott,0.4,44
Spencer,0.68,31
Brett,0.98,49
Shawn,0.22,22
Shane,0.03,63
Jorge,0.62,52
Jake,0.75,50
Collin,0.62,50
Vincent,0.14,28
Alec,0.03,30
George,0.09,53
Grant,0.91,42
Bryce,0.27,8
Dillon,0.52,54
Erik,0.22,60
Eduardo,0.99,11
Joel,0.04,60
Oscar,0.09,64
Colin,0.61,44
Devon,0.03,7
Ricardo,0.32,40
Julian,0.74,40
Cristian,0.07,34
Brendan,0.28,43
Francisco,0.55,19
Raymond,0.54,14
Wyatt,0.15,12
Dominic,0.31,61
Jackson,0.84,45
Wesley,0.55,24
Johnathan,0.71,17
Henry,0.3,21
Omar,0.58,64
Xavier,0.34,7
Casey,0.26,64
Cory,0.46,63
Alan,0.34,34
Manuel,0.43,29
Riley,0.67,58
Mario,0.96,20
Edgar,0.2,5
Clayton,0.75,25
Phillip,0.27,35
Nicolas,0.88,13
Martin,0.71,18
Javier,0.76,35
Chance,0.69,32
Troy,0.32,48
Ronald,0.61,25
Chandler,0.43,30
Donald,0.2,48
Keith,0.35,16
Chad,0.23,41
Andres,0.83,22
Frank,0.75,47
Drew,0.48,55
Jeremiah,0.01,39
Levi,0.58,64
Ivan,0.81,41
Sergio,0.2,31
Hayden,0.41,59
Derrick,0.57,5
Cesar,0.42,55
Jonathon,0.78,38
Andre,0.53,25
Hector,0.86,50
Marco,0.17,48
Roberto,0.63,61
Brady,0.8,45
Maxwell,0.52,53
Fernando,0.13,51
Parker,0.16,30
Alexis,0.21,7
Douglas,0.15,44
Darius,0.82,10
Calvin,0.15,60
Liam,0.62,52
Philip,0.93,10
Kaleb,0.42,49
Trenton,0.87,48
Erick,0.27,19
Preston,0.26,26
Ruben,0.05,10
Curtis,0.88,34
Gavin,0.73,29
Johnny,0.4,61
Jerry,0.96,64
Sebastian,0.62,51
Edwin,0.58,7
Jonah,0.52,51
Pedro,0.76,62
Conner,0.73,46
Bailey,0.8,14
Gary,0.21,46
Gage,0.69,17
Dennis,0.48,65
Mathew,0.77,47
Gerardo,0.71,45
Randy,0.13,35
Raul,0.3,13
Max,0.11,31
Harrison,0.77,48
Micah,0.96,6
Emmanuel,0.1,43
Allen,0.38,59
Julio,0.3,51
Damian,0.24,44
Rafael,0.3,37
Landon,0.82,28
Skyler,0.87,31
Diego,0.57,50
Larry,0.45,54
Zachery,0.26,11
Armando,0.2,11
Jalen,0.69,50
Jimmy,0.1,6
Marcos,0.46,60
Colby,0.94,49
Brent,0.86,65
Abraham,0.61,22
Enrique,0.98,45
Tony,0.58,53
Jaime,0.07,46
Albert,0.43,21
Marc,0.18,6
Dallas,0.58,45
Louis,0.13,59
Andy,0.53,14
Alberto,0.39,7
Trey,0.71,28
Giovanni,0.59,39
Kristopher,0.47,58
Josiah,0.6,32
Zackary,0.11,22
Ty,0.28,45
Carter,0.53,22
Morgan,0.62,31
Danny,0.33,7
Donovan,0.41,24
Craig,0.56,6
Ricky,0.33,17
Tristen,0.87,63
Carl,0.13,63
Avery,0.18,35
Trent,0.48,26
Darren,0.85,28
Josue,0.52,60
Jeffery,0.48,24
Lawrence,0.13,47
Nolan,0.96,33
Terry,0.83,11
Aidan,0.29,21
Russell,0.44,13
Lane,0.14,50
Micheal,0.36,44
Nickolas,0.14,56
Israel,0.59,46
Arturo,0.11,7
Rodney,0.76,52
Joe,0.79,54
Lance,0.64,32
Deandre,0.75,25
Kody,0.05,13
Ross,0.57,42
Walter,0.57,38
Alfredo,0.19,9
Lorenzo,0.61,40
Carson,0.04,26
Arthur,0.08,12
Braden,0.38,40
Owen,0.9,21
Damon,0.49,8
Ramon,0.4,54
Griffin,0.8,51
Jamal,0.28,57
Dante,0.16,42
Quentin,0.01,60
Roger,0.75,31
Billy,0.69,39
Jay,0.47,58
Branden,0.24,52
Bobby,0.61,43
Dominick,0.74,62
Zane,0.78,7
Elias,0.06,55
Brenden,0.09,55
Theodore,0.12,62
Marquis,0.32,29
Gustavo,1,14
Brennan,0.94,39
Todd,0.43,15
Brock,0.95,24
Jessie,0.45,9
Johnathon,0.32,34
Quinton,0.15,49
Salvador,0.38,54
Saul,0.3,35
Drake,0.6,50
Marvin,0.37,33
Tommy,0.02,65
Bryant,0.44,56
Eli,0.36,65
Marshall,0.08,35
Kyler,0.04,8
Dean,0.31,64
Malcolm,0.39,40
Damien,0.79,60
Jon,0.58,9
Zackery,0.21,23
Miles,0.85,52
Conor,0.37,27
Eddie,0.95,37
Justice,0.41,36
Randall,0.96,19
Gerald,0.02,51
Reginald,0.05,28
Maurice,0.28,49
Frederick,0.41,25
Tucker,0.07,40
Ashton,0.3,15
Willie,0.22,28
Fabian,0.37,14
Keegan,0.29,51
Pablo,0.87,36
Quinn,0.65,31
Angelo,0.3,44
Ernesto,0.72,21
Ismael,0.15,13
Peyton,0.11,38
Emilio,0.01,34
Demetrius,0.89,24
Esteban,0.88,9
Terrance,0.08,10
Triston,0.86,32
Simon,0.54,16
Lee,0.69,37
Kameron,0.92,44
Dominique,0.76,62
Roy,0.89,16
Zachariah,0.91,5
Khalil,0.55,55
Brendon,0.14,61
Franklin,0.21,12
Emanuel,0.78,34
Bryson,0.51,21
Guillermo,0.75,22
Jamie,0.15,50
Devonte,0.54,37
Tyrone,0.22,61
Devante,0.6,40
Kelvin,0.62,24
Kendall,0.78,63
Trevon,0.11,51
Terrell,0.47,20
Cooper,0.2,38
Roman,0.51,30
Bruce,0.78,15
Isiah,0.97,42
Myles,0.36,50
Orlando,0.73,29
Rene,0.58,28
Steve,0.16,42
Clay,0.21,50
Shaun,0.5,26
Jarrett,0.47,38
Skylar,0.08,32
Tristin,0.94,56
Desmond,0.47,46
Terrence,0.82,11
Nelson,0.75,39
Rodrigo,0.58,55
Weston,0.74,49
Felix,0.81,35
Darrell,0.89,62
Jakob,0.18,45
Lukas,0.64,45
Kristian,0.3,38
Oliver,0.42,62
Abel,0.67,36
Francis,0.79,64
Brayden,0.85,38
Dangelo,0.32,54
Harley,0.37,65
Ronnie,0.54,63
Wayne,0.32,29
Jerome,0.28,34
Nikolas,0.55,15
Brody,0.42,35
Keenan,0.78,16
Braxton,0.53,8
Wade,0.8,38
Cedric,0.2,26
Melvin,0.11,21
Grayson,0.1,23
Leonardo,0.68,25
Moises,0.59,7
Graham,0.26,34
Neil,0.08,34
Payton,0.29,35
Kendrick,0.96,54
Kenny,0.41,39
Davis,0.77,32
Byron,0.61,34
Deion,0.56,65
Dale,0.78,24
Tyrell,0.2,5
Chris,0.46,62
Rodolfo,0.72,33
Leonard,0.97,36
Marquise,0.56,37
Javon,0.17,8
Corbin,0.45,25
Darian,0.01,29
Devan,0.42,13
Reed,0.88,30
Austen,0.93,59
Stanley,0.13,61
Ali,0.96,17
Beau,0.78,48
Jermaine,0.59,38
Keaton,0.83,7
Sam,0.28,33
Warren,0.92,24
Darryl,0.29,62
Hugo,0.47,29
Jordon,0.07,21
Tevin,0.48,14
Dane,0.2,8
Donte,0.44,27
Noel,0.06,7
Ernest,0.59,54
Tomas,0.55,33
Daquan,0.4,56
Harold,0.88,65
Alfonso,0.11,27
Reid,0.1,64
Duncan,0.14,40
Tyson,0.81,57
Walker,0.64,55
Felipe,0.62,15
Karl,0.16,21
Jaquan,0.98,35
Eugene,0.47,10
Alvin,0.75,43
Deshawn,0.23,25
Ramiro,0.99,28
Jayson,0.67,37
Glenn,0.1,11
Harry,0.14,54
Kurt,0.11,22
Leon,0.47,16
Dwayne,0.4,5
Gilberto,0.47,43
Joey,0.61,39
Ariel,0.74,52
Sterling,0.11,40
Davon,0.9,42
Gilbert,0.11,29
Jace,0.19,19
Tylor,0.45,39
Jarred,0.24,35
Mackenzie,0.16,21
Marlon,0.99,28
Rogelio,0.21,25
Denzel,0.97,13
Nathanael,0.13,30
Tyree,0.55,40
Sheldon,0.71,44
Charlie,0.34,64
Elliot,0.88,28
Rudy,0.35,15
Garret,0.82,11
Stefan,0.68,27
Allan,0.07,23
Leo,0.38,16
Raekwon,0.68,45
Ray,0.21,36
Noe,0.61,26
Damion,0.79,6
Quincy,0.03,31
Mauricio,0.94,49
Juwan,0.27,64
Deangelo,0.52,7
Deonte,0.51,15
Forrest,0.66,18
Cade,0.01,42
Lewis,0.73,19
Jaylen,0.55,46
Alfred,0.52,53
Maximilian,0.92,13
Brad,0.48,34
Osvaldo,0.28,33
Colten,0.06,48
Elliott,0.73,16
Rashad,0.04,34
Geoffrey,0.14,9
Ralph,0.78,12
Malachi,0.32,37
Blaine,0.13,51
Darnell,0.65,14
Alonzo,0.73,32
Santiago,0.64,25
Julius,0.31,45
Demarcus,0.63,19
Adan,0.19,20
Deon,0.11,57
Mohammad,0.12,9
